#Trajectory Data
time                bank                altitude            radius              longitude           latitude            velocity            fpa                 heading             range               
s                   deg                 km                  m                   rad                 rad                 m/s                 rad                 rad                 km                  
72.9730             85.0000             57.6002             3454600.1806        0.1527              -0.7504             5521.0050           -0.1792             0.1914              383.1922           
73.2733             85.0000             57.3049             3454304.8524        0.1533              -0.7503             5519.9208           -0.1790             0.1918              384.7963           
73.5736             85.0000             57.0100             3454010.0481        0.1540              -0.7503             5518.7960           -0.1787             0.1921              386.4004           
73.8739             85.0000             56.7158             3453715.7699        0.1546              -0.7502             5517.6292           -0.1784             0.1925              388.0043           
74.1742             85.0000             56.4220             3453422.0197        0.1552              -0.7501             5516.4194           -0.1781             0.1929              389.6081           
74.4745             85.0000             56.1288             3453128.7999        0.1559              -0.7500             5515.1652           -0.1778             0.1932              391.2118           
74.7748             85.0000             55.8361             3452836.1128        0.1565              -0.7499             5513.8655           -0.1775             0.1936              392.8153           
75.0751             83.4985             55.5440             3452543.9607        0.1571              -0.7498             5512.5188           -0.1772             0.1940              394.4187           
75.3754             77.4925             55.2523             3452252.3499        0.1578              -0.7497             5511.1239           -0.1770             0.1943              396.0218           
75.6757             71.4865             54.9613             3451961.2936        0.1584              -0.7496             5509.6793           -0.1767             0.1947              397.6248           
75.9760             65.4805             54.6708             3451670.8068        0.1590              -0.7495             5508.1837           -0.1764             0.1951              399.2276           
76.2763             59.4745             54.3809             3451380.9046        0.1597              -0.7494             5506.6356           -0.1760             0.1954              400.8301           
76.5766             53.4685             54.0916             3451091.6026        0.1603              -0.7493             5505.0336           -0.1757             0.1958              402.4324           
76.8769             47.4625             53.8029             3450802.9163        0.1609              -0.7493             5503.3760           -0.1754             0.1962              404.0345           
77.1772             41.4565             53.5149             3450514.8613        0.1616              -0.7492             5501.6615           -0.1751             0.1965              405.6363           
77.4775             35.4505             53.2275             3450227.4527        0.1622              -0.7491             5499.8883           -0.1747             0.1969              407.2378           
77.7778             29.4444             52.9407             3449940.7054        0.1628              -0.7490             5498.0550           -0.1744             0.1973              408.8391           
78.0781             23.4384             52.6546             3449654.6337        0.1635              -0.7489             5496.1598           -0.1740             0.1977              410.4400           
78.3784             17.4324             52.3693             3449369.2509        0.1641              -0.7488             5494.2011           -0.1736             0.1981              412.0406           
78.6787             11.4264             52.0846             3449084.5697        0.1647              -0.7487             5492.1772           -0.1733             0.1985              413.6409           
78.9790             5.4204              51.8006             3448800.6013        0.1654              -0.7486             5490.0864           -0.1729             0.1989              415.2407           
79.2793             -0.5856             51.5174             3448517.3556        0.1660              -0.7485             5487.9268           -0.1725             0.1993              416.8403           
79.5796             -6.5916             51.2348             3448234.8410        0.1666              -0.7484             5485.6966           -0.1721             0.1997              418.4394           
79.8799             -12.5976            50.9531             3447953.0644        0.1672              -0.7483             5483.3941           -0.1717             0.2002              420.0380           
80.1802             -18.6036            50.6720             3447672.0307        0.1679              -0.7482             5481.0174           -0.1714             0.2006              421.6363           
80.4805             -24.6096            50.3917             3447391.7429        0.1685              -0.7481             5478.5645           -0.1710             0.2011              423.2341           
80.7808             -30.6156            50.1122             3447112.2018        0.1691              -0.7480             5476.0335           -0.1706             0.2016              424.8313           
81.0811             -36.6216            49.8334             3446833.4061        0.1698              -0.7479             5473.4224           -0.1702             0.2021              426.4281           
81.3814             -42.6276            49.5554             3446555.3523        0.1704              -0.7479             5470.7292           -0.1698             0.2026              428.0243           
81.6817             -48.6336            49.2780             3446278.0345        0.1710              -0.7478             5467.9518           -0.1695             0.2031              429.6200           
81.9820             -54.6396            49.0014             3446001.4444        0.1716              -0.7477             5465.0881           -0.1691             0.2037              431.2150           
82.2823             -60.6456            48.7256             3445725.5715        0.1723              -0.7476             5462.1361           -0.1688             0.2042              432.8095           
82.5826             -66.6517            48.4504             3445450.4030        0.1729              -0.7475             5459.0934           -0.1684             0.2048              434.4032           
82.8829             -72.6577            48.1759             3445175.9237        0.1735              -0.7474             5455.9580           -0.1681             0.2053              435.9963           
83.1832             -78.6637            47.9021             3444902.1164        0.1741              -0.7473             5452.7274           -0.1678             0.2059              437.5887           
83.4835             -84.6697            47.6290             3444628.9620        0.1748              -0.7472             5449.3995           -0.1675             0.2065              439.1803           
83.7838             -85.0000            47.3564             3444356.4432        0.1754              -0.7471             5445.9717           -0.1672             0.2071              440.7712           
84.0841             -85.0000            47.0846             3444084.5593        0.1760              -0.7470             5442.4418           -0.1669             0.2077              442.3612           
84.3844             -85.0000            46.8133             3443813.3150        0.1766              -0.7469             5438.8072           -0.1666             0.2082              443.9504           
84.6847             -85.0000            46.5427             3443542.7149        0.1773              -0.7468             5435.0654           -0.1664             0.2088              445.5387           
84.9850             -85.0000            46.2728             3443272.7638        0.1779              -0.7467             5431.2139           -0.1661             0.2094              447.1261           
85.2853             -85.0000            46.0035             3443003.4666        0.1785              -0.7466             5427.2500           -0.1658             0.2101              448.7126           
85.5856             -85.0000            45.7348             3442734.8282        0.1791              -0.7465             5423.1712           -0.1655             0.2107              450.2981           
85.8859             -85.0000            45.4669             3442466.8536        0.1798              -0.7464             5418.9747           -0.1652             0.2113              451.8825           
86.1862             -85.0000            45.1995             3442199.5481        0.1804              -0.7463             5414.6580           -0.1649             0.2119              453.4660           
86.4865             -85.0000            44.9329             3441932.9168        0.1810              -0.7462             5410.2181           -0.1646             0.2125              455.0483           
86.7868             -85.0000            44.6670             3441666.9651        0.1816              -0.7461             5405.6523           -0.1644             0.2132              456.6296           
87.0871             -85.0000            44.4017             3441401.6984        0.1822              -0.7460             5400.9579           -0.1641             0.2138              458.2096           
87.3874             -85.0000            44.1371             3441137.1224        0.1829              -0.7459             5396.1319           -0.1638             0.2144              459.7885           
87.6877             -85.0000            43.8732             3440873.2427        0.1835              -0.7458             5391.1714           -0.1635             0.2151              461.3661           
87.9880             -85.0000            43.6101             3440610.0650        0.1841              -0.7457             5386.0735           -0.1632             0.2158              462.9425           
88.2883             -85.0000            43.3476             3440347.5952        0.1847              -0.7456             5380.8352           -0.1629             0.2164              464.5176           
88.5886             -85.0000            43.0858             3440085.8392        0.1853              -0.7455             5375.4536           -0.1626             0.2171              466.0912           
88.8889             -85.0000            42.8248             3439824.8031        0.1859              -0.7454             5369.9256           -0.1624             0.2178              467.6635           
89.1892             -85.0000            42.5645             3439564.4930        0.1865              -0.7453             5364.2483           -0.1621             0.2184              469.2344           
89.4895             -85.0000            42.3049             3439304.9153        0.1872              -0.7452             5358.4184           -0.1618             0.2191              470.8037           
89.7898             -85.0000            42.0461             3439046.0763        0.1878              -0.7451             5352.4329           -0.1615             0.2198              472.3715           
90.0901             -85.0000            41.7880             3438787.9824        0.1884              -0.7450             5346.2887           -0.1612             0.2205              473.9378           
90.3904             -85.0000            41.5306             3438530.6402        0.1890              -0.7449             5339.9826           -0.1609             0.2212              475.5023           
90.6907             -85.0000            41.2741             3438274.0565        0.1896              -0.7448             5333.5115           -0.1607             0.2219              477.0653           
90.9910             -85.0000            41.0182             3438018.2379        0.1902              -0.7447             5326.8721           -0.1604             0.2227              478.6264           
91.2913             -85.0000            40.7632             3437763.1914        0.1908              -0.7446             5320.0613           -0.1601             0.2234              480.1858           
91.5916             -85.0000            40.5089             3437508.9239        0.1914              -0.7445             5313.0758           -0.1598             0.2241              481.7434           
91.8919             -85.0000            40.2554             3437255.4425        0.1920              -0.7444             5305.9125           -0.1595             0.2249              483.2991           
92.1922             -85.0000            40.0028             3437002.7544        0.1926              -0.7443             5298.5681           -0.1592             0.2256              484.8528           
92.4925             -85.0000            39.7509             3436750.8668        0.1933              -0.7442             5291.0393           -0.1589             0.2264              486.4045           
92.7928             -85.0000            39.4998             3436499.7871        0.1939              -0.7441             5283.3230           -0.1587             0.2272              487.9542           
93.0931             -85.0000            39.2495             3436249.5229        0.1945              -0.7440             5275.4158           -0.1584             0.2279              489.5018           
93.3934             -85.0000            39.0001             3436000.0815        0.1951              -0.7439             5267.3146           -0.1581             0.2287              491.0472           
93.6937             -85.0000            38.7515             3435751.4707        0.1957              -0.7438             5259.0161           -0.1578             0.2295              492.5904           
93.9940             -85.0000            38.5037             3435503.6982        0.1963              -0.7437             5250.5171           -0.1575             0.2303              494.1314           
94.2943             -85.0000            38.2568             3435256.7718        0.1969              -0.7436             5241.8145           -0.1572             0.2311              495.6699           
94.5946             -85.0000            38.0107             3435010.6995        0.1975              -0.7435             5232.9050           -0.1570             0.2320              497.2061           
94.8949             -85.0000            37.7655             3434765.4891        0.1981              -0.7434             5223.7855           -0.1567             0.2328              498.7398           
95.1952             -85.0000            37.5211             3434521.1489        0.1987              -0.7433             5214.4528           -0.1564             0.2336              500.2710           
95.4955             -85.0000            37.2777             3434277.6868        0.1992              -0.7432             5204.9039           -0.1561             0.2345              501.7996           
95.7958             -85.0000            37.0351             3434035.1112        0.1998              -0.7431             5195.1357           -0.1558             0.2354              503.3255           
96.0961             -85.0000            36.7934             3433793.4303        0.2004              -0.7430             5185.1452           -0.1555             0.2362              504.8487           
96.3964             -85.0000            36.5527             3433552.6525        0.2010              -0.7429             5174.9294           -0.1553             0.2371              506.3691           
96.6967             -85.0000            36.3128             3433312.7861        0.2016              -0.7428             5164.4854           -0.1550             0.2380              507.8867           
96.9970             -85.0000            36.0738             3433073.8397        0.2022              -0.7427             5153.8103           -0.1547             0.2389              509.4013           
97.2973             -85.0000            35.8358             3432835.8219        0.2028              -0.7425             5142.9012           -0.1544             0.2398              510.9129           
97.5976             -85.0000            35.5987             3432598.7411        0.2034              -0.7424             5131.7555           -0.1541             0.2408              512.4215           
97.8979             -85.0000            35.3626             3432362.6059        0.2040              -0.7423             5120.3705           -0.1539             0.2417              513.9269           
98.1982             -85.0000            35.1274             3432127.4252        0.2045              -0.7422             5108.7435           -0.1536             0.2427              515.4291           
98.4985             -85.0000            34.8932             3431893.2076        0.2051              -0.7421             5096.8720           -0.1533             0.2436              516.9280           
98.7988             -85.0000            34.6600             3431659.9618        0.2057              -0.7420             5084.7536           -0.1530             0.2446              518.4236           
99.0991             -85.0000            34.4277             3431427.6967        0.2063              -0.7419             5072.3859           -0.1528             0.2456              519.9158           
99.3994             -85.0000            34.1964             3431196.4209        0.2069              -0.7418             5059.7667           -0.1525             0.2466              521.4044           
99.6997             -85.0000            33.9661             3430966.1434        0.2074              -0.7417             5046.8937           -0.1522             0.2476              522.8894           
100.0000            -85.0000            33.7369             3430736.8729        0.2080              -0.7416             5033.7650           -0.1519             0.2486              524.3708           
100.3003            -85.0000            33.5086             3430508.6182        0.2086              -0.7415             5020.3786           -0.1516             0.2496              525.8485           
100.6006            -85.0000            33.2814             3430281.3883        0.2091              -0.7414             5006.7327           -0.1514             0.2507              527.3223           
100.9009            -85.0000            33.0552             3430055.1919        0.2097              -0.7413             4992.8255           -0.1511             0.2518              528.7923           
101.2012            -85.0000            32.8300             3429830.0379        0.2103              -0.7412             4978.6555           -0.1508             0.2528              530.2583           
101.5015            -85.0000            32.6059             3429605.9349        0.2108              -0.7410             4964.2213           -0.1505             0.2539              531.7202           
101.8018            -85.0000            32.3829             3429382.8919        0.2114              -0.7409             4949.5216           -0.1503             0.2550              533.1780           
102.1021            -85.0000            32.1609             3429160.9173        0.2120              -0.7408             4934.5552           -0.1500             0.2562              534.6316           
102.4024            -85.0000            31.9400             3428940.0201        0.2125              -0.7407             4919.3212           -0.1497             0.2573              536.0809           
102.7027            -85.0000            31.7202             3428720.2087        0.2131              -0.7406             4903.8185           -0.1495             0.2584              537.5259           
103.0030            -85.0000            31.5015             3428501.4918        0.2136              -0.7405             4888.0467           -0.1492             0.2596              538.9663           
103.3033            -85.0000            31.2839             3428283.8779        0.2142              -0.7404             4872.0051           -0.1489             0.2608              540.4023           
103.6036            -85.0000            31.0674             3428067.3754        0.2147              -0.7403             4855.6933           -0.1486             0.2620              541.8337           
103.9039            -85.0000            30.8520             3427851.9927        0.2153              -0.7402             4839.1113           -0.1484             0.2632              543.2603           
104.2042            -85.0000            30.6377             3427637.7379        0.2158              -0.7401             4822.2590           -0.1481             0.2644              544.6822           
104.5045            -85.0000            30.4246             3427424.6194        0.2164              -0.7400             4805.1365           -0.1478             0.2656              546.0992           
104.8048            -85.0000            30.2126             3427212.6452        0.2169              -0.7399             4787.7442           -0.1476             0.2669              547.5113           
105.1051            -85.0000            30.0018             3427001.8232        0.2175              -0.7397             4770.0828           -0.1473             0.2681              548.9184           
105.4054            -85.0000            29.7922             3426792.1613        0.2180              -0.7396             4752.1529           -0.1470             0.2694              550.3204           
105.7057            -85.0000            29.5837             3426583.6672        0.2185              -0.7395             4733.9554           -0.1468             0.2707              551.7172           
106.0060            -85.0000            29.3763             3426376.3483        0.2191              -0.7394             4715.4916           -0.1465             0.2720              553.1087           
106.3063            -85.0000            29.1702             3426170.2123        0.2196              -0.7393             4696.7627           -0.1463             0.2734              554.4949           
106.6066            -85.0000            28.9653             3425965.2663        0.2201              -0.7392             4677.7703           -0.1460             0.2747              555.8757           
106.9069            -85.0000            28.7615             3425761.5174        0.2207              -0.7391             4658.5161           -0.1457             0.2761              557.2510           
107.2072            -85.0000            28.5590             3425558.9725        0.2212              -0.7390             4639.0022           -0.1455             0.2774              558.6207           
107.5075            -85.0000            28.3576             3425357.6386        0.2217              -0.7389             4619.2306           -0.1452             0.2788              559.9847           
107.8078            -85.0000            28.1575             3425157.5220        0.2222              -0.7388             4599.2037           -0.1450             0.2803              561.3430           
108.1081            -85.0000            27.9586             3424958.6292        0.2228              -0.7386             4578.9242           -0.1447             0.2817              562.6955           
108.4084            -85.0000            27.7610             3424760.9663        0.2233              -0.7385             4558.3948           -0.1444             0.2831              564.0422           
108.7087            -85.0000            27.5645             3424564.5393        0.2238              -0.7384             4537.6186           -0.1442             0.2846              565.3828           
109.0090            -85.0000            27.3694             3424369.3541        0.2243              -0.7383             4516.5986           -0.1439             0.2861              566.7174           
109.3093            -85.0000            27.1754             3424175.4160        0.2248              -0.7382             4495.3384           -0.1437             0.2876              568.0460           
109.6096            -85.0000            26.9827             3423982.7303        0.2253              -0.7381             4473.8416           -0.1434             0.2891              569.3683           
109.9099            -85.0000            26.7913             3423791.3022        0.2258              -0.7380             4452.1119           -0.1432             0.2906              570.6844           
110.2102            -85.0000            26.6011             3423601.1365        0.2263              -0.7379             4430.1534           -0.1430             0.2921              571.9941           
110.5105            -85.0000            26.4122             3423412.2376        0.2268              -0.7378             4407.9704           -0.1427             0.2937              573.2975           
110.8108            -85.0000            26.2246             3423224.6099        0.2273              -0.7376             4385.5671           -0.1425             0.2953              574.5944           
111.1111            -85.0000            26.0383             3423038.2573        0.2278              -0.7375             4362.9483           -0.1422             0.2969              575.8848           
111.4114            -85.0000            25.8532             3422853.1838        0.2283              -0.7374             4340.1187           -0.1420             0.2985              577.1686           
111.7117            -85.0000            25.6694             3422669.3927        0.2288              -0.7373             4317.0832           -0.1417             0.3001              578.4457           
112.0120            -85.0000            25.4869             3422486.8873        0.2292              -0.7372             4293.8471           -0.1415             0.3018              579.7162           
112.3123            -85.0000            25.3057             3422305.6704        0.2297              -0.7371             4270.4155           -0.1413             0.3034              580.9798           
112.6126            -85.0000            25.1257             3422125.7447        0.2302              -0.7370             4246.7941           -0.1410             0.3051              582.2366           
112.9129            -85.0000            24.9471             3421947.1125        0.2307              -0.7369             4222.9883           -0.1408             0.3068              583.4865           
113.2132            -85.0000            24.7698             3421769.7760        0.2311              -0.7368             4199.0039           -0.1406             0.3085              584.7295           
113.5135            -85.0000            24.5937             3421593.7367        0.2316              -0.7367             4174.8470           -0.1404             0.3103              585.9655           
113.8138            -85.0000            24.4190             3421418.9961        0.2321              -0.7365             4150.5235           -0.1401             0.3120              587.1944           
114.1141            -85.0000            24.2456             3421245.5554        0.2325              -0.7364             4126.0396           -0.1399             0.3138              588.4162           
114.4144            -85.0000            24.0734             3421073.4153        0.2330              -0.7363             4101.4016           -0.1397             0.3156              589.6309           
114.7147            -85.0000            23.9026             3420902.5765        0.2335              -0.7362             4076.6158           -0.1395             0.3174              590.8384           
115.0150            -85.0000            23.7330             3420733.0390        0.2339              -0.7361             4051.6889           -0.1393             0.3192              592.0386           
115.3153            -85.0000            23.5648             3420564.8027        0.2344              -0.7360             4026.6275           -0.1390             0.3210              593.2315           
115.6156            -85.0000            23.3979             3420397.8673        0.2348              -0.7359             4001.4381           -0.1388             0.3228              594.4171           
115.9159            -85.0000            23.2322             3420232.2319        0.2352              -0.7358             3976.1276           -0.1386             0.3247              595.5954           
116.2162            -85.0000            23.0679             3420067.8956        0.2357              -0.7357             3950.7027           -0.1384             0.3266              596.7662           
116.5165            -85.0000            22.9049             3419904.8568        0.2361              -0.7355             3925.1705           -0.1382             0.3285              597.9296           
116.8168            -85.0000            22.7431             3419743.1141        0.2366              -0.7354             3899.5377           -0.1380             0.3304              599.0855           
117.1171            -85.0000            22.5827             3419582.6653        0.2370              -0.7353             3873.8115           -0.1378             0.3323              600.2340           
117.4174            -85.0000            22.4235             3419423.5082        0.2374              -0.7352             3847.9986           -0.1376             0.3343              601.3749           
117.7177            -85.0000            22.2656             3419265.6402        0.2378              -0.7351             3822.1063           -0.1374             0.3362              602.5082           
118.0180            -85.0000            22.1091             3419109.0584        0.2383              -0.7350             3796.1414           -0.1372             0.3382              603.6340           
118.3183            -85.0000            21.9538             3418953.7596        0.2387              -0.7349             3770.1111           -0.1370             0.3402              604.7521           
118.6186            -85.0000            21.7997             3418799.7402        0.2391              -0.7348             3744.0224           -0.1368             0.3422              605.8627           
118.9189            -85.0000            21.6470             3418646.9966        0.2395              -0.7347             3717.8822           -0.1367             0.3442              606.9656           
119.2192            -85.0000            21.4955             3418495.5245        0.2399              -0.7346             3691.6975           -0.1365             0.3462              608.0608           
119.5195            -85.0000            21.3453             3418345.3197        0.2403              -0.7344             3665.4753           -0.1363             0.3483              609.1484           
119.8198            -85.0000            21.1964             3418196.3775        0.2407              -0.7343             3639.2225           -0.1361             0.3503              610.2282           
120.1201            -85.0000            21.0487             3418048.6930        0.2411              -0.7342             3612.9458           -0.1360             0.3524              611.3004           
120.4204            -85.0000            20.9023             3417902.2611        0.2415              -0.7341             3586.6522           -0.1358             0.3545              612.3649           
120.7207            -85.0000            20.7571             3417757.0762        0.2419              -0.7340             3560.3482           -0.1356             0.3566              613.4217           
121.0210            -85.0000            20.6131             3417613.1327        0.2423              -0.7339             3534.0406           -0.1355             0.3587              614.4708           
121.3213            -85.0000            20.4704             3417470.4247        0.2427              -0.7338             3507.7358           -0.1353             0.3608              615.5121           
121.6216            -85.0000            20.3289             3417328.9459        0.2431              -0.7337             3481.4404           -0.1351             0.3630              616.5457           
121.9219            -85.0000            20.1887             3417188.6899        0.2435              -0.7336             3455.1607           -0.1350             0.3651              617.5717           
122.2222            -85.0000            20.0497             3417049.6501        0.2438              -0.7335             3428.9031           -0.1348             0.3673              618.5899           
122.5225            -85.0000            19.9118             3416911.8196        0.2442              -0.7334             3402.6735           -0.1347             0.3695              619.6004           
122.8228            -85.0000            19.7752             3416775.1913        0.2446              -0.7333             3376.4782           -0.1346             0.3717              620.6032           
123.1231            -85.0000            19.6398             3416639.7578        0.2449              -0.7332             3350.3231           -0.1344             0.3739              621.5984           
123.4234            -85.0000            19.5055             3416505.5118        0.2453              -0.7330             3324.2139           -0.1343             0.3761              622.5858           
123.7237            -85.0000            19.3724             3416372.4454        0.2457              -0.7329             3298.1563           -0.1342             0.3783              623.5656           
124.0240            -85.0000            19.2406             3416240.5508        0.2460              -0.7328             3272.1560           -0.1340             0.3805              624.5378           
124.3243            -85.0000            19.1098             3416109.8199        0.2464              -0.7327             3246.2183           -0.1339             0.3828              625.5023           
124.6246            -85.0000            18.9802             3415980.2445        0.2467              -0.7326             3220.3484           -0.1338             0.3850              626.4592           
124.9249            -85.0000            18.8518             3415851.8162        0.2471              -0.7325             3194.5517           -0.1337             0.3873              627.4085           
125.2252            -85.0000            18.7245             3415724.5264        0.2474              -0.7324             3168.8330           -0.1336             0.3896              628.3502           
125.5255            -85.0000            18.5984             3415598.3664        0.2478              -0.7323             3143.1972           -0.1335             0.3919              629.2844           
125.8258            -85.0000            18.4733             3415473.3273        0.2481              -0.7322             3117.6491           -0.1334             0.3942              630.2111           
126.1261            -85.0000            18.3494             3415349.4003        0.2484              -0.7321             3092.1932           -0.1333             0.3965              631.1302           
126.4264            -85.0000            18.2266             3415226.5761        0.2488              -0.7320             3066.8339           -0.1332             0.3988              632.0419           
126.7267            -85.0000            18.1048             3415104.8455        0.2491              -0.7319             3041.5756           -0.1331             0.4011              632.9461           
127.0270            -85.0000            17.9842             3414984.1992        0.2494              -0.7318             3016.4224           -0.1330             0.4034              633.8429           
127.3273            -85.0000            17.8646             3414864.6277        0.2497              -0.7317             2991.3782           -0.1329             0.4058              634.7323           
127.6276            -85.0000            17.7461             3414746.1216        0.2501              -0.7316             2966.4469           -0.1328             0.4081              635.6144           
127.9279            -85.0000            17.6287             3414628.6711        0.2504              -0.7315             2941.6322           -0.1328             0.4105              636.4891           
128.2282            -85.0000            17.5123             3414512.2666        0.2507              -0.7314             2916.9376           -0.1327             0.4128              637.3566           
128.5285            -85.0000            17.3969             3414396.8982        0.2510              -0.7313             2892.3666           -0.1326             0.4152              638.2168           
128.8288            -85.0000            17.2826             3414282.5561        0.2513              -0.7312             2867.9224           -0.1326             0.4176              639.0697           
129.1291            -85.0000            17.1692             3414169.2304        0.2516              -0.7311             2843.6081           -0.1325             0.4200              639.9155           
129.4294            -85.0000            17.0569             3414056.9110        0.2519              -0.7310             2819.4266           -0.1325             0.4223              640.7541           
129.7297            -85.0000            16.9456             3413945.5881        0.2522              -0.7309             2795.3810           -0.1324             0.4247              641.5856           
130.0300            -85.0000            16.8353             3413835.2514        0.2525              -0.7308             2771.4738           -0.1324             0.4271              642.4101           
130.3303            -85.0000            16.7259             3413725.8908        0.2528              -0.7307             2747.7075           -0.1323             0.4295              643.2275           
130.6306            -85.0000            16.6175             3413617.4963        0.2531              -0.7306             2724.0848           -0.1323             0.4319              644.0379           
130.9309            -85.0000            16.5101             3413510.0576        0.2534              -0.7305             2700.6078           -0.1323             0.4344              644.8414           
131.2312            -85.0000            16.4036             3413403.5646        0.2537              -0.7304             2677.2788           -0.1323             0.4368              645.6380           
131.5315            -85.0000            16.2980             3413298.0070        0.2540              -0.7303             2654.0997           -0.1322             0.4392              646.4277           
131.8318            -85.0000            16.1934             3413193.3746        0.2542              -0.7302             2631.0726           -0.1322             0.4416              647.2106           
132.1321            -85.0000            16.0897             3413089.6572        0.2545              -0.7301             2608.1992           -0.1322             0.4441              647.9867           
132.4324            -85.0000            15.9868             3412986.8446        0.2548              -0.7300             2585.4813           -0.1322             0.4465              648.7561           
132.7327            -85.0000            15.8849             3412884.9265        0.2551              -0.7299             2562.9204           -0.1322             0.4489              649.5188           
133.0330            -84.3393            15.7839             3412783.8927        0.2553              -0.7298             2540.5180           -0.1322             0.4514              650.2749           
133.3333            -78.3333            15.6838             3412683.7731        0.2556              -0.7297             2518.2755           -0.1321             0.4538              651.0243           
133.6336            -72.3273            15.5847             3412584.7106        0.2559              -0.7296             2496.1941           -0.1318             0.4562              651.7673           
133.9339            -66.3213            15.4869             3412486.8615        0.2561              -0.7295             2474.2753           -0.1312             0.4585              652.5038           
134.2342            -60.3153            15.3904             3412390.3725        0.2564              -0.7294             2452.5211           -0.1304             0.4607              653.2339           
134.5345            -54.3093            15.2954             3412295.3796        0.2566              -0.7293             2430.9334           -0.1294             0.4628              653.9577           
134.8348            -48.3033            15.2020             3412202.0060        0.2569              -0.7292             2409.5144           -0.1282             0.4647              654.6753           
135.1351            -42.2973            15.1104             3412110.3612        0.2571              -0.7291             2388.2666           -0.1269             0.4665              655.3866           
135.4354            -36.2913            15.0205             3412020.5397        0.2574              -0.7290             2367.1924           -0.1254             0.4682              656.0918           
135.7357            -30.2853            14.9326             3411932.6201        0.2576              -0.7289             2346.2943           -0.1237             0.4696              656.7910           
136.0360            -24.2793            14.8467             3411846.6641        0.2579              -0.7288             2325.5749           -0.1220             0.4708              657.4842           
136.3363            -18.2733            14.7627             3411762.7162        0.2581              -0.7288             2305.0367           -0.1201             0.4718              658.1714           
136.6366            -12.2673            14.6808             3411680.8034        0.2584              -0.7287             2284.6823           -0.1182             0.4726              658.8527           
136.9369            -6.2613             14.6009             3411600.9349        0.2586              -0.7286             2264.5139           -0.1162             0.4731              659.5281           
137.2372            -0.2553             14.5231             3411523.1025        0.2588              -0.7285             2244.5339           -0.1142             0.4734              660.1978           
137.5375            5.7508              14.4473             3411447.2807        0.2591              -0.7284             2224.7442           -0.1122             0.4734              660.8617           
137.8378            11.7568             14.3734             3411373.4270        0.2593              -0.7283             2205.1469           -0.1103             0.4732              661.5200           
138.1381            15.0000             14.3015             3411301.4840        0.2595              -0.7282             2185.7434           -0.1084             0.4728              662.1726           
138.4384            15.0000             14.2314             3411231.4000        0.2598              -0.7281             2166.5353           -0.1065             0.4724              662.8196           
138.7387            15.0000             14.1631             3411163.1406        0.2600              -0.7280             2147.5236           -0.1046             0.4719              663.4610           
139.0390            15.0000             14.0967             3411096.6723        0.2602              -0.7280             2128.7092           -0.1028             0.4715              664.0970           
139.3393            15.0000             14.0320             3411031.9622        0.2604              -0.7279             2110.0929           -0.1009             0.4711              664.7275           
139.6396            15.0000             13.9690             3410968.9774        0.2607              -0.7278             2091.6754           -0.0991             0.4706              665.3527           
139.9399            15.0000             13.9077             3410907.6852        0.2609              -0.7277             2073.4569           -0.0972             0.4702              665.9725           
140.2402            15.0000             13.8481             3410848.0534        0.2611              -0.7276             2055.4377           -0.0954             0.4697              666.5871           
