#Trajectory Data
time                bank                altitude            radius              longitude           latitude            velocity            fpa                 heading             range               
s                   deg                 km                  m                   rad                 rad                 m/s                 rad                 rad                 km                  
147.1471            15.0000             12.8654             3409865.4049        0.2656              -0.7259             1694.7141           -0.0572             0.4598              679.3916           
147.4474            15.0000             12.8368             3409836.8247        0.2658              -0.7259             1681.2503           -0.0557             0.4594              679.8957           
147.7477            15.0000             12.8092             3409809.2151        0.2659              -0.7258             1667.9586           -0.0542             0.4590              680.3960           
148.0480            15.0000             12.7826             3409782.5540        0.2661              -0.7257             1654.8370           -0.0527             0.4586              680.8923           
148.3483            15.0000             12.7568             3409756.8195        0.2663              -0.7257             1641.8837           -0.0513             0.4581              681.3848           
148.6486            15.0000             12.7320             3409731.9902        0.2665              -0.7256             1629.0969           -0.0499             0.4577              681.8735           
148.9489            15.0000             12.7080             3409708.0452        0.2666              -0.7255             1616.4747           -0.0484             0.4573              682.3584           
149.2492            15.0000             12.6850             3409684.9639        0.2668              -0.7255             1604.0153           -0.0471             0.4569              682.8396           
149.5495            15.0000             12.6627             3409662.7260        0.2670              -0.7254             1591.7167           -0.0457             0.4565              683.3171           
149.8498            15.0000             12.6413             3409641.3119        0.2671              -0.7254             1579.5770           -0.0443             0.4561              683.7910           
150.1502            15.0000             12.6207             3409620.7021        0.2673              -0.7253             1567.5944           -0.0430             0.4557              684.2614           
150.4505            15.0000             12.6009             3409600.8776        0.2675              -0.7252             1555.7669           -0.0416             0.4553              684.7282           
150.7508            15.0000             12.5818             3409581.8199        0.2676              -0.7252             1544.0927           -0.0403             0.4549              685.1915           
151.0511            15.0000             12.5635             3409563.5105        0.2678              -0.7251             1532.5698           -0.0390             0.4545              685.6514           
151.3514            15.0000             12.5459             3409545.9318        0.2680              -0.7251             1521.1963           -0.0377             0.4541              686.1079           
151.6517            15.0000             12.5291             3409529.0661        0.2681              -0.7250             1509.9704           -0.0364             0.4537              686.5611           
151.9520            15.0000             12.5129             3409512.8963        0.2683              -0.7249             1498.8901           -0.0352             0.4533              687.0109           
152.2523            15.0000             12.4974             3409497.4056        0.2684              -0.7249             1487.9536           -0.0339             0.4529              687.4574           
152.5526            15.0000             12.4826             3409482.5776        0.2686              -0.7248             1477.1589           -0.0327             0.4525              687.9008           
152.8529            15.0000             12.4684             3409468.3961        0.2688              -0.7248             1466.5042           -0.0315             0.4521              688.3409           
153.1532            15.0000             12.4548             3409454.8455        0.2689              -0.7247             1455.9876           -0.0303             0.4517              688.7779           
153.4535            15.0000             12.4419             3409441.9102        0.2691              -0.7247             1445.6073           -0.0291             0.4514              689.2118           
153.7538            15.0000             12.4296             3409429.5751        0.2692              -0.7246             1435.3614           -0.0279             0.4510              689.6426           
154.0541            15.0000             12.4178             3409417.8255        0.2694              -0.7246             1425.2481           -0.0268             0.4506              690.0704           
154.3544            15.0000             12.4066             3409406.6468        0.2695              -0.7245             1415.2655           -0.0256             0.4502              690.4952           
154.6547            15.0000             12.3960             3409396.0250        0.2697              -0.7244             1405.4119           -0.0245             0.4498              690.9171           
154.9550            15.0000             12.3859             3409385.9461        0.2698              -0.7244             1395.6853           -0.0234             0.4495              691.3360           
155.2553            15.0000             12.3764             3409376.3965        0.2700              -0.7243             1386.0842           -0.0223             0.4491              691.7521           
155.5556            15.0000             12.3674             3409367.3631        0.2701              -0.7243             1376.6065           -0.0212             0.4487              692.1653           
155.8559            15.0000             12.3588             3409358.8327        0.2703              -0.7242             1367.2508           -0.0202             0.4483              692.5757           
156.1562            15.0000             12.3508             3409350.7927        0.2704              -0.7242             1358.0150           -0.0191             0.4480              692.9833           
156.4565            15.0000             12.3432             3409343.2306        0.2705              -0.7241             1348.8976           -0.0181             0.4476              693.3882           
156.7568            15.0000             12.3361             3409336.1342        0.2707              -0.7241             1339.8969           -0.0171             0.4472              693.7904           
157.0571            15.0000             12.3295             3409329.4916        0.2708              -0.7240             1331.0110           -0.0161             0.4469              694.1899           
157.3574            15.0000             12.3233             3409323.2912        0.2710              -0.7240             1322.2384           -0.0151             0.4465              694.5868           
157.6577            15.0000             12.3175             3409317.5215        0.2711              -0.7239             1313.5773           -0.0141             0.4461              694.9811           
157.9580            15.0000             12.3122             3409312.1714        0.2712              -0.7239             1305.0262           -0.0131             0.4458              695.3728           
158.2583            15.0000             12.3072             3409307.2299        0.2714              -0.7238             1296.5833           -0.0122             0.4454              695.7620           
158.5586            15.0000             12.3027             3409302.6863        0.2715              -0.7238             1288.2471           -0.0112             0.4451              696.1487           
158.8589            15.0000             12.2985             3409298.5301        0.2717              -0.7237             1280.0160           -0.0103             0.4447              696.5329           
159.1592            15.0000             12.2948             3409294.7512        0.2718              -0.7237             1271.8883           -0.0094             0.4443              696.9147           
159.4595            15.0000             12.2913             3409291.3394        0.2719              -0.7236             1263.8625           -0.0085             0.4440              697.2940           
159.7598            15.0000             12.2883             3409288.2850        0.2721              -0.7236             1255.9370           -0.0076             0.4436              697.6710           
160.0601            15.0000             12.2856             3409285.5784        0.2722              -0.7235             1248.1104           -0.0068             0.4433              698.0456           
160.3604            15.0000             12.2832             3409283.2100        0.2723              -0.7235             1240.3810           -0.0059             0.4429              698.4179           
160.6607            15.0000             12.2812             3409281.1708        0.2725              -0.7234             1232.7474           -0.0051             0.4426              698.7879           
160.9610            15.0000             12.2795             3409279.4517        0.2726              -0.7234             1225.2081           -0.0042             0.4422              699.1556           
161.2613            15.0000             12.2780             3409278.0439        0.2727              -0.7234             1217.7616           -0.0034             0.4419              699.5211           
161.5616            15.0000             12.2769             3409276.9387        0.2728              -0.7233             1210.4065           -0.0026             0.4415              699.8844           
161.8619            15.0000             12.2761             3409276.1277        0.2730              -0.7233             1203.1414           -0.0018             0.4412              700.2455           
162.1622            15.0000             12.2756             3409275.6026        0.2731              -0.7232             1195.9648           -0.0011             0.4409              700.6044           
162.4625            15.0000             12.2754             3409275.3552        0.2732              -0.7232             1188.8753           -0.0003             0.4405              700.9612           
162.7628            15.0000             12.2754             3409275.3777        0.2734              -0.7231             1181.8715           0.0004              0.4402              701.3159           
163.0631            15.0000             12.2757             3409275.6622        0.2735              -0.7231             1174.9522           0.0012              0.4398              701.6685           
163.3634            15.0000             12.2762             3409276.2011        0.2736              -0.7230             1168.1158           0.0019              0.4395              702.0190           
163.6637            15.0000             12.2770             3409276.9869        0.2737              -0.7230             1161.3612           0.0026              0.4392              702.3675           
163.9640            15.0000             12.2780             3409278.0124        0.2739              -0.7230             1154.6870           0.0033              0.4388              702.7140           
164.2643            15.0000             12.2793             3409279.2703        0.2740              -0.7229             1148.0919           0.0040              0.4385              703.0586           
164.5646            15.0000             12.2808             3409280.7536        0.2741              -0.7229             1141.5746           0.0046              0.4382              703.4011           
164.8649            15.0000             12.2825             3409282.4555        0.2742              -0.7228             1135.1339           0.0053              0.4378              703.7417           
165.1652            15.0000             12.2844             3409284.3691        0.2743              -0.7228             1128.7685           0.0060              0.4375              704.0804           
165.4655            15.0000             12.2865             3409286.4878        0.2745              -0.7227             1122.4773           0.0066              0.4372              704.4172           
165.7658            15.0000             12.2888             3409288.8053        0.2746              -0.7227             1116.2590           0.0072              0.4369              704.7521           
166.0661            15.0000             12.2913             3409291.3150        0.2747              -0.7227             1110.1124           0.0078              0.4365              705.0852           
166.3664            15.0000             12.2940             3409294.0108        0.2748              -0.7226             1104.0364           0.0084              0.4362              705.4165           
166.6667            15.0000             12.2969             3409296.8866        0.2749              -0.7226             1098.0298           0.0090              0.4359              705.7459           
166.9670            15.0000             12.2999             3409299.9364        0.2750              -0.7225             1092.0915           0.0096              0.4356              706.0735           
167.2673            15.0000             12.3032             3409303.1542        0.2752              -0.7225             1086.2203           0.0101              0.4353              706.3994           
167.5676            15.0000             12.3065             3409306.5343        0.2753              -0.7225             1080.4153           0.0107              0.4349              706.7235           
167.8679            15.0000             12.3101             3409310.0711        0.2754              -0.7224             1074.6753           0.0112              0.4346              707.0459           
168.1682            15.0000             12.3138             3409313.7590        0.2755              -0.7224             1068.9992           0.0117              0.4343              707.3666           
168.4685            15.0000             12.3176             3409317.5926        0.2756              -0.7223             1063.3860           0.0122              0.4340              707.6856           
168.7688            15.0000             12.3216             3409321.5665        0.2757              -0.7223             1057.8347           0.0127              0.4337              708.0029           
169.0691            15.0000             12.3257             3409325.6755        0.2758              -0.7223             1052.3444           0.0132              0.4334              708.3186           
169.3694            15.0000             12.3299             3409329.9144        0.2760              -0.7222             1046.9139           0.0137              0.4331              708.6326           
169.6697            15.0000             12.3343             3409334.2781        0.2761              -0.7222             1041.5423           0.0141              0.4327              708.9451           
169.9700            15.0000             12.3388             3409338.7618        0.2762              -0.7221             1036.2288           0.0146              0.4324              709.2559           
170.2703            15.0000             12.3434             3409343.3605        0.2763              -0.7221             1030.9722           0.0150              0.4321              709.5651           
170.5706            15.0000             12.3481             3409348.0695        0.2764              -0.7221             1025.7718           0.0155              0.4318              709.8728           
170.8709            15.0000             12.3529             3409352.8841        0.2765              -0.7220             1020.6266           0.0159              0.4315              710.1789           
171.1712            15.0000             12.3578             3409357.7997        0.2766              -0.7220             1015.5358           0.0163              0.4312              710.4835           
171.4715            15.0000             12.3628             3409362.8117        0.2767              -0.7220             1010.4984           0.0167              0.4309              710.7865           
171.7718            15.0000             12.3679             3409367.9157        0.2768              -0.7219             1005.5136           0.0171              0.4306              711.0881           
172.0721            15.0000             12.3731             3409373.1074        0.2769              -0.7219             1000.5806           0.0174              0.4303              711.3882           
172.3724            15.0000             12.3784             3409378.3824        0.2770              -0.7218             995.6986            0.0178              0.4300              711.6868           
172.6727            15.0000             12.3837             3409383.7365        0.2771              -0.7218             990.8667            0.0181              0.4297              711.9839           
172.9730            15.0000             12.3892             3409389.1657        0.2773              -0.7218             986.0842            0.0185              0.4294              712.2796           
173.2733            15.0000             12.3947             3409394.6658        0.2774              -0.7217             981.3503            0.0188              0.4291              712.5739           
173.5736            15.0000             12.4002             3409400.2328        0.2775              -0.7217             976.6642            0.0191              0.4288              712.8668           
173.8739            15.0000             12.4059             3409405.8628        0.2776              -0.7217             972.0252            0.0194              0.4285              713.1583           
174.1742            15.0000             12.4116             3409411.5520        0.2777              -0.7216             967.4325            0.0197              0.4282              713.4484           
174.4745            15.0000             12.4173             3409417.2966        0.2778              -0.7216             962.8855            0.0200              0.4279              713.7371           
174.7748            15.0000             12.4231             3409423.0928        0.2779              -0.7216             958.3834            0.0202              0.4277              714.0245           
175.0751            15.0000             12.4289             3409428.9370        0.2780              -0.7215             953.9255            0.0205              0.4274              714.3105           
175.3754            15.0000             12.4348             3409434.8256        0.2781              -0.7215             949.5112            0.0207              0.4271              714.5952           
175.6757            15.0000             12.4408             3409440.7550        0.2782              -0.7215             945.1398            0.0210              0.4268              714.8786           
175.9760            15.0000             12.4467             3409446.7218        0.2783              -0.7214             940.8107            0.0212              0.4265              715.1606           
176.2763            15.0000             12.4527             3409452.7225        0.2784              -0.7214             936.5232            0.0214              0.4262              715.4414           
176.5766            15.0000             12.4588             3409458.7538        0.2785              -0.7213             932.2767            0.0216              0.4259              715.7209           
176.8769            15.0000             12.4648             3409464.8124        0.2786              -0.7213             928.0706            0.0218              0.4257              715.9992           
177.1772            15.0000             12.4709             3409470.8949        0.2787              -0.7213             923.9042            0.0220              0.4254              716.2762           
177.4775            15.0000             12.4770             3409476.9983        0.2788              -0.7212             919.7771            0.0221              0.4251              716.5519           
177.7778            15.0000             12.4831             3409483.1193        0.2789              -0.7212             915.6885            0.0223              0.4248              716.8264           
178.0781            15.0000             12.4893             3409489.2549        0.2790              -0.7212             911.6380            0.0224              0.4245              717.0997           
178.3784            15.0000             12.4954             3409495.4021        0.2791              -0.7211             907.6250            0.0226              0.4243              717.3718           
178.6787            15.0000             12.5016             3409501.5577        0.2792              -0.7211             903.6490            0.0227              0.4240              717.6427           
178.9790            15.0000             12.5077             3409507.7190        0.2793              -0.7211             899.7094            0.0228              0.4237              717.9124           
179.2793            15.0000             12.5139             3409513.8829        0.2794              -0.7210             895.8057            0.0229              0.4234              718.1810           
179.5796            15.0000             12.5200             3409520.0467        0.2795              -0.7210             891.9373            0.0230              0.4232              718.4484           
179.8799            15.0000             12.5262             3409526.2076        0.2796              -0.7210             888.1039            0.0231              0.4229              718.7146           
180.1802            15.0000             12.5324             3409532.3627        0.2796              -0.7210             884.3048            0.0232              0.4226              718.9796           
180.4805            15.0000             12.5385             3409538.5093        0.2797              -0.7209             880.5396            0.0232              0.4224              719.2436           
180.7808            15.0000             12.5446             3409544.6449        0.2798              -0.7209             876.8079            0.0233              0.4221              719.5064           
181.0811            15.0000             12.5508             3409550.7668        0.2799              -0.7209             873.1091            0.0233              0.4218              719.7681           
181.3814            15.0000             12.5569             3409556.8723        0.2800              -0.7208             869.4428            0.0234              0.4216              720.0287           
181.6817            15.0000             12.5630             3409562.9589        0.2801              -0.7208             865.8086            0.0234              0.4213              720.2883           
181.9820            15.0000             12.5690             3409569.0242        0.2802              -0.7208             862.2060            0.0234              0.4210              720.5467           
182.2823            15.0000             12.5751             3409575.0657        0.2803              -0.7207             858.6345            0.0234              0.4208              720.8041           
182.5826            15.0000             12.5811             3409581.0809        0.2804              -0.7207             855.0939            0.0234              0.4205              721.0603           
182.8829            15.0000             12.5871             3409587.0675        0.2805              -0.7207             851.5835            0.0234              0.4202              721.3156           
183.1832            15.0000             12.5930             3409593.0231        0.2806              -0.7206             848.1031            0.0233              0.4200              721.5698           
183.4835            15.0000             12.5989             3409598.9454        0.2807              -0.7206             844.6522            0.0233              0.4197              721.8229           
183.7838            15.0000             12.6048             3409604.8321        0.2808              -0.7206             841.2305            0.0232              0.4195              722.0751           
184.0841            15.0000             12.6107             3409610.6810        0.2808              -0.7206             837.8375            0.0232              0.4192              722.3262           
184.3844            15.0000             12.6165             3409616.4898        0.2809              -0.7205             834.4729            0.0231              0.4189              722.5763           
184.6847            15.0000             12.6223             3409622.2565        0.2810              -0.7205             831.1362            0.0230              0.4187              722.8254           
184.9850            15.0000             12.6280             3409627.9789        0.2811              -0.7205             827.8272            0.0229              0.4184              723.0735           
185.2853            15.0000             12.6337             3409633.6549        0.2812              -0.7204             824.5455            0.0228              0.4182              723.3206           
185.5856            15.0000             12.6393             3409639.2823        0.2813              -0.7204             821.2906            0.0227              0.4179              723.5668           
185.8859            15.0000             12.6449             3409644.8592        0.2814              -0.7204             818.0624            0.0226              0.4177              723.8119           
186.1862            15.0000             12.6504             3409650.3836        0.2815              -0.7203             814.8603            0.0225              0.4174              724.0561           
186.4865            15.0000             12.6559             3409655.8535        0.2815              -0.7203             811.6842            0.0223              0.4172              724.2994           
186.7868            15.0000             12.6613             3409661.2669        0.2816              -0.7203             808.5336            0.0222              0.4169              724.5417           
187.0871            15.0000             12.6666             3409666.6220        0.2817              -0.7203             805.4082            0.0220              0.4167              724.7831           
187.3874            15.0000             12.6719             3409671.9168        0.2818              -0.7202             802.3078            0.0219              0.4164              725.0235           
187.6877            15.0000             12.6771             3409677.1495        0.2819              -0.7202             799.2320            0.0217              0.4162              725.2630           
187.9880            15.0000             12.6823             3409682.3183        0.2820              -0.7202             796.1804            0.0215              0.4159              725.5016           
188.2883            15.0000             12.6874             3409687.4214        0.2821              -0.7201             793.1529            0.0213              0.4157              725.7393           
188.5886            15.0000             12.6925             3409692.4569        0.2822              -0.7201             790.1491            0.0211              0.4154              725.9761           
188.8889            15.0000             12.6974             3409697.4233        0.2822              -0.7201             787.1686            0.0209              0.4152              726.2120           
189.1892            15.0000             12.7023             3409702.3187        0.2823              -0.7201             784.2113            0.0206              0.4150              726.4471           
189.4895            15.0000             12.7071             3409707.1414        0.2824              -0.7200             781.2768            0.0204              0.4147              726.6812           
189.7898            15.0000             12.7119             3409711.8899        0.2825              -0.7200             778.3648            0.0202              0.4145              726.9144           
190.0901            15.0000             12.7166             3409716.5624        0.2826              -0.7200             775.4752            0.0199              0.4142              727.1468           
190.3904            15.0000             12.7212             3409721.1574        0.2827              -0.7199             772.6075            0.0196              0.4140              727.3784           
190.6907            15.0000             12.7257             3409725.6732        0.2827              -0.7199             769.7616            0.0194              0.4138              727.6090           
190.9910            15.0000             12.7301             3409730.1084        0.2828              -0.7199             766.9372            0.0191              0.4135              727.8389           
191.2913            15.0000             12.7345             3409734.4613        0.2829              -0.7199             764.1340            0.0188              0.4133              728.0679           
191.5916            15.0000             12.7387             3409738.7304        0.2830              -0.7198             761.3518            0.0185              0.4130              728.2960           
191.8919            15.0000             12.7429             3409742.9143        0.2831              -0.7198             758.5903            0.0182              0.4128              728.5234           
192.1922            15.0000             12.7470             3409747.0116        0.2831              -0.7198             755.8493            0.0179              0.4126              728.7499           
192.4925            15.0000             12.7510             3409751.0206        0.2832              -0.7198             753.1286            0.0175              0.4123              728.9755           
192.7928            15.0000             12.7549             3409754.9401        0.2833              -0.7197             750.4278            0.0172              0.4121              729.2004           
193.0931            15.0000             12.7588             3409758.7686        0.2834              -0.7197             747.7468            0.0168              0.4119              729.4245           
193.3934            15.0000             12.7625             3409762.5048        0.2835              -0.7197             745.0854            0.0165              0.4116              729.6478           
193.6937            15.0000             12.7661             3409766.1472        0.2835              -0.7197             742.4433            0.0161              0.4114              729.8703           
193.9940            15.0000             12.7697             3409769.6946        0.2836              -0.7196             739.8202            0.0158              0.4112              730.0920           
194.2943            15.0000             12.7731             3409773.1457        0.2837              -0.7196             737.2161            0.0154              0.4110              730.3129           
194.5946            15.0000             12.7765             3409776.4990        0.2838              -0.7196             734.6306            0.0150              0.4107              730.5330           
194.8949            15.0000             12.7798             3409779.7535        0.2839              -0.7196             732.0636            0.0146              0.4105              730.7524           
195.1952            15.0000             12.7829             3409782.9077        0.2839              -0.7195             729.5148            0.0142              0.4103              730.9710           
195.4955            15.0000             12.7860             3409785.9605        0.2840              -0.7195             726.9840            0.0137              0.4100              731.1889           
195.7958            15.0000             12.7889             3409788.9106        0.2841              -0.7195             724.4710            0.0133              0.4098              731.4060           
196.0961            15.0000             12.7918             3409791.7569        0.2842              -0.7194             721.9757            0.0129              0.4096              731.6223           
196.3964            15.0000             12.7945             3409794.4982        0.2843              -0.7194             719.4979            0.0124              0.4094              731.8379           
196.6967            15.0000             12.7971             3409797.1333        0.2843              -0.7194             717.0372            0.0120              0.4092              732.0528           
196.9970            15.0000             12.7997             3409799.6610        0.2844              -0.7194             714.5936            0.0115              0.4089              732.2669           
197.2973            15.0000             12.8021             3409802.0803        0.2845              -0.7193             712.1669            0.0111              0.4087              732.4803           
197.5976            15.0000             12.8044             3409804.3900        0.2846              -0.7193             709.7568            0.0106              0.4085              732.6930           
197.8979            15.0000             12.8066             3409806.5891        0.2846              -0.7193             707.3632            0.0101              0.4083              732.9050           
198.1982            15.0000             12.8087             3409808.6764        0.2847              -0.7193             704.9860            0.0096              0.4080              733.1163           
198.4985            15.0000             12.8107             3409810.6509        0.2848              -0.7192             702.6249            0.0091              0.4078              733.3268           
198.7988            15.0000             12.8125             3409812.5115        0.2849              -0.7192             700.2797            0.0086              0.4076              733.5367           
199.0991            15.0000             12.8143             3409814.2574        0.2849              -0.7192             697.9503            0.0081              0.4074              733.7458           
199.3994            15.0000             12.8159             3409815.8873        0.2850              -0.7192             695.6365            0.0075              0.4072              733.9543           
199.6997            15.0000             12.8174             3409817.4004        0.2851              -0.7192             693.3382            0.0070              0.4070              734.1620           
200.0000            15.0000             12.8188             3409818.7956        0.2852              -0.7191             691.0552            0.0064              0.4067              734.3691           
200.3003            15.0000             12.8201             3409820.0720        0.2852              -0.7191             688.7873            0.0059              0.4065              734.5755           
200.6006            15.0000             12.8212             3409821.2287        0.2853              -0.7191             686.5343            0.0053              0.4063              734.7812           
200.9009            15.0000             12.8223             3409822.2647        0.2854              -0.7191             684.2961            0.0047              0.4061              734.9863           
201.2012            15.0000             12.8232             3409823.1791        0.2855              -0.7190             682.0726            0.0042              0.4059              735.1907           
201.5015            15.0000             12.8240             3409823.9710        0.2855              -0.7190             679.8636            0.0036              0.4057              735.3944           
201.8018            15.0000             12.8246             3409824.6395        0.2856              -0.7190             677.6689            0.0030              0.4055              735.5975           
202.1021            15.0000             12.8252             3409825.1838        0.2857              -0.7190             675.4884            0.0024              0.4052              735.7999           
202.4024            15.0000             12.8256             3409825.6029        0.2857              -0.7189             673.3219            0.0018              0.4050              736.0016           
202.7027            15.0000             12.8259             3409825.8960        0.2858              -0.7189             671.1694            0.0011              0.4048              736.2027           
203.0030            15.0000             12.8261             3409826.0624        0.2859              -0.7189             669.0306            0.0005              0.4046              736.4032           
203.3033            15.0000             12.8261             3409826.1011        0.2860              -0.7189             666.9054            -0.0001             0.4044              736.6031           
203.6036            15.0000             12.8260             3409826.0114        0.2860              -0.7188             664.7937            -0.0008             0.4042              736.8023           
203.9039            15.0000             12.8258             3409825.7925        0.2861              -0.7188             662.6953            -0.0014             0.4040              737.0008           
204.2042            15.0000             12.8254             3409825.4436        0.2862              -0.7188             660.6101            -0.0021             0.4038              737.1988           
204.5045            15.0000             12.8250             3409824.9639        0.2863              -0.7188             658.5380            -0.0028             0.4036              737.3961           
204.8048            15.0000             12.8244             3409824.3527        0.2863              -0.7188             656.4788            -0.0034             0.4034              737.5928           
205.1051            15.0000             12.8236             3409823.6092        0.2864              -0.7187             654.4324            -0.0041             0.4032              737.7889           
205.4054            15.0000             12.8227             3409822.7327        0.2865              -0.7187             652.3986            -0.0048             0.4029              737.9844           
205.7057            15.0000             12.8217             3409821.7225        0.2865              -0.7187             650.3775            -0.0055             0.4027              738.1793           
206.0060            15.0000             12.8206             3409820.5779        0.2866              -0.7187             648.3687            -0.0062             0.4025              738.3735           
206.3063            15.0000             12.8193             3409819.2982        0.2867              -0.7186             646.3722            -0.0069             0.4023              738.5672           
206.6066            15.0000             12.8179             3409817.8827        0.2867              -0.7186             644.3880            -0.0077             0.4021              738.7603           
206.9069            15.0000             12.8163             3409816.3307        0.2868              -0.7186             642.4157            -0.0084             0.4019              738.9528           
207.2072            15.0000             12.8146             3409814.6415        0.2869              -0.7186             640.4554            -0.0091             0.4017              739.1446           
207.5075            15.0000             12.8128             3409812.8146        0.2869              -0.7186             638.5070            -0.0099             0.4015              739.3359           
207.8078            15.0000             12.8108             3409810.8493        0.2870              -0.7185             636.5702            -0.0106             0.4013              739.5267           
208.1081            15.0000             12.8087             3409808.7450        0.2871              -0.7185             634.6450            -0.0114             0.4011              739.7168           
208.4084            15.0000             12.8065             3409806.5009        0.2872              -0.7185             632.7313            -0.0122             0.4009              739.9064           
208.7087            15.0000             12.8041             3409804.1166        0.2872              -0.7185             630.8290            -0.0130             0.4007              740.0954           
209.0090            15.0000             12.8016             3409801.5915        0.2873              -0.7184             628.9379            -0.0137             0.4005              740.2838           
209.3093            15.0000             12.7989             3409798.9249        0.2874              -0.7184             627.0580            -0.0145             0.4003              740.4717           
209.6096            15.0000             12.7961             3409796.1163        0.2874              -0.7184             625.1891            -0.0153             0.4001              740.6590           
209.9099            15.0000             12.7932             3409793.1651        0.2875              -0.7184             623.3311            -0.0161             0.3999              740.8457           
210.2102            15.0000             12.7901             3409790.0707        0.2876              -0.7184             621.4840            -0.0170             0.3997              741.0319           
210.5105            15.0000             12.7868             3409786.8327        0.2876              -0.7183             619.6476            -0.0178             0.3995              741.2175           
210.8108            15.0000             12.7835             3409783.4504        0.2877              -0.7183             617.8218            -0.0186             0.3993              741.4026           
211.1111            15.0000             12.7799             3409779.9234        0.2878              -0.7183             616.0065            -0.0195             0.3991              741.5871           
211.4114            15.0000             12.7763             3409776.2512        0.2878              -0.7183             614.2017            -0.0203             0.3989              741.7711           
211.7117            15.0000             12.7724             3409772.4331        0.2879              -0.7183             612.4072            -0.0212             0.3987              741.9546           
212.0120            15.0000             12.7685             3409768.4689        0.2880              -0.7182             610.6229            -0.0220             0.3985              742.1375           
212.3123            15.0000             12.7644             3409764.3578        0.2880              -0.7182             608.8488            -0.0229             0.3983              742.3198           
212.6126            15.0000             12.7601             3409760.0995        0.2881              -0.7182             607.0847            -0.0238             0.3981              742.5017           
212.9129            15.0000             12.7557             3409755.6935        0.2882              -0.7182             605.3306            -0.0246             0.3979              742.6830           
213.2132            15.0000             12.7511             3409751.1394        0.2882              -0.7181             603.5863            -0.0255             0.3977              742.8638           
213.5135            15.0000             12.7464             3409746.4366        0.2883              -0.7181             601.8518            -0.0264             0.3976              743.0440           
213.8138            15.0000             12.7416             3409741.5848        0.2883              -0.7181             600.1270            -0.0273             0.3974              743.2238           
214.1141            15.0000             12.7366             3409736.5835        0.2884              -0.7181             598.4118            -0.0283             0.3972              743.4030           
214.4144            15.0000             12.7314             3409731.4322        0.2885              -0.7181             596.7060            -0.0292             0.3970              743.5817           
